订单号,日期,用户ID,渠道,类目,SKU,数量,单价,实付金额,是否退款
SO202501741,2026-07-12,10680,搜索,男装,男装-006,1,199,195.99,否
SO202502017,2026-07-12,11235,搜索,女装,女装-032,3,309,898.79,否
SO202500632,2026-07-12,10593,直播,数码,数码-009,1,1399,1352.95,否
SO202502684,2026-07-12,11409,直播,女装,女装-032,3,309,852.82,否
SO202500943,2026-07-12,11907,搜索,女装,女装-032,1,309,270.2,否
SO202501411,2026-07-12,11986,搜索,美妆,美妆-017,1,359,343.29,否
SO202502755,2026-07-12,10475,直播,女装,女装-032,3,309,905.28,否
SO202504184,2026-07-12,10144,推荐,女装,女装-005,2,269,509.21,否
SO202502031,2026-07-12,10467,推荐,美妆,美妆-018,1,489,425.05,否
SO202501441,2026-07-13,11932,直播,女装,女装-032,1,309,295.95,否
SO202501897,2026-07-13,10285,推荐,美妆,美妆-003,1,119,107.57,否
SO202500652,2026-07-13,11023,搜索,家居,家居-007,2,199,368.22,否
SO202500388,2026-07-13,11269,社群,男装,男装-006,3,199,532.83,否
SO202502892,2026-07-13,10719,搜索,女装,女装-032,2,309,546.75,否
SO202500003,2026-07-13,11795,推荐,美妆,美妆-014,1,239,220.53,否
SO202500750,2026-07-13,10486,社群,女装,女装-027,1,149,140.23,否
SO202502290,2026-07-13,11131,搜索,男装,男装-025,3,169,498.48,否
SO202500258,2026-07-13,10439,推荐,女装,女装-031,2,189,371.97,否
SO202504304,2026-07-13,11172,推荐,女装,女装-027,1,149,138.8,否
SO202502163,2026-07-13,11584,直播,家居,家居-001,1,39,35.43,否
SO202500588,2026-07-13,10677,社群,美妆,美妆-015,1,199,173.54,是
SO202502104,2026-07-13,10028,搜索,美妆,美妆-009,2,379,748.9,否
SO202504626,2026-07-14,11323,直播,美妆,美妆-001,3,129,364.27,否
SO202502461,2026-07-14,10766,搜索,女装,女装-032,3,309,865.95,否
SO202503094,2026-07-14,10082,推荐,男装,男装-005,1,269,237.65,否
SO202503010,2026-07-14,11455,搜索,美妆,美妆-018,2,489,975.0,否
SO202503896,2026-07-14,10907,搜索,美妆,美妆-007,1,159,137.23,否
SO202503993,2026-07-14,11803,推荐,男装,男装-024,2,109,205.03,否
SO202503805,2026-07-14,11387,搜索,数码,数码-010,1,2029,1930.45,否
SO202501512,2026-07-14,10965,直播,美妆,美妆-011,3,129,378.95,否
SO202502777,2026-07-14,10461,推荐,美妆,美妆-011,1,129,112.47,否
SO202503686,2026-07-14,10361,直播,男装,男装-020,3,299,833.7,否
SO202502845,2026-07-14,10356,直播,女装,女装-022,1,269,233.2,否
SO202501139,2026-07-14,10052,直播,男装,男装-008,2,299,595.92,否
SO202503687,2026-07-15,10151,直播,家居,家居-011,3,119,319.92,否
SO202502783,2026-07-15,11295,直播,美妆,美妆-007,2,159,299.57,否
SO202502977,2026-07-15,10384,搜索,美妆,美妆-001,2,129,240.28,否
SO202501040,2026-07-15,10760,推荐,美妆,美妆-015,3,199,543.78,否
SO202500350,2026-07-15,10976,推荐,美妆,美妆-010,1,389,375.61,否
SO202502570,2026-07-15,10976,搜索,女装,女装-023,1,169,144.91,否
SO202502078,2026-07-15,10216,推荐,美妆,美妆-005,2,369,734.06,否
SO202502244,2026-07-15,10120,直播,家居,家居-001,1,39,36.95,否
SO202504338,2026-07-15,11185,搜索,美妆,美妆-018,1,489,454.31,否
SO202504612,2026-07-15,10777,社群,家居,家居-001,1,39,36.02,否
SO202503758,2026-07-16,10766,推荐,女装,女装-010,1,239,215.08,否
SO202501998,2026-07-16,11738,社群,男装,男装-022,1,229,196.51,否
SO202503955,2026-07-16,11509,直播,美妆,美妆-007,1,159,138.35,否
SO202500291,2026-07-16,11960,搜索,美妆,美妆-017,1,359,321.77,否
SO202502820,2026-07-16,10731,搜索,女装,女装-014,2,259,467.33,否
SO202501827,2026-07-16,10279,推荐,女装,女装-032,1,309,287.95,否
SO202500075,2026-07-16,11099,搜索,男装,男装-019,1,189,168.75,否
SO202503186,2026-07-16,10302,搜索,男装,男装-020,3,299,881.74,否
SO202503545,2026-07-16,11065,直播,女装,女装-021,2,269,479.7,否
SO202502726,2026-07-16,11263,直播,美妆,美妆-011,2,129,234.73,否
SO202501471,2026-07-16,11301,直播,男装,男装-019,3,189,498.15,否
SO202502718,2026-07-16,10458,社群,美妆,美妆-015,1,199,184.94,否
SO202504520,2026-07-16,10949,推荐,男装,男装-020,1,299,278.74,否
SO202502756,2026-07-16,10755,直播,男装,男装-020,1,299,276.87,否
SO202501047,2026-07-16,11661,社群,男装,男装-016,2,259,456.52,否
SO202504640,2026-07-16,10462,直播,女装,女装-003,2,189,334.97,否
SO202503114,2026-07-17,11827,搜索,男装,男装-005,1,269,246.77,否
SO202503582,2026-07-17,11686,推荐,男装,男装-014,1,149,134.27,否
SO202501248,2026-07-17,11055,社群,美妆,美妆-007,1,159,152.51,否
SO202500860,2026-07-17,10703,搜索,男装,男装-015,1,149,141.48,否
SO202500653,2026-07-17,11118,推荐,女装,女装-021,1,269,250.52,否
SO202504046,2026-07-17,11389,直播,男装,男装-020,2,299,560.9,否
SO202503429,2026-07-17,11387,直播,男装,男装-025,2,169,294.23,否
SO202502496,2026-07-17,10991,搜索,美妆,美妆-001,2,129,231.91,否
SO202504568,2026-07-17,11850,直播,男装,男装-020,2,299,570.91,否
SO202504838,2026-07-17,10474,直播,美妆,美妆-016,3,279,820.14,否
SO202501740,2026-07-17,11716,推荐,男装,男装-004,1,299,288.24,否
SO202502790,2026-07-17,11280,推荐,男装,男装-008,3,299,767.97,否
SO202501373,2026-07-17,11482,搜索,男装,男装-001,1,329,291.18,是
SO202502870,2026-07-18,11802,推荐,美妆,美妆-007,1,159,140.86,否
SO202500469,2026-07-18,11043,推荐,数码,数码-002,1,859,782.67,否
SO202501388,2026-07-18,11780,推荐,男装,男装-005,2,269,467.35,否
SO202501420,2026-07-18,11199,直播,美妆,美妆-014,1,239,237.84,否
SO202500869,2026-07-18,10497,搜索,女装,女装-030,1,109,97.77,否
SO202501938,2026-07-18,10248,搜索,数码,数码-002,1,859,745.01,否
SO202503939,2026-07-18,10700,推荐,美妆,美妆-018,2,489,915.43,是
SO202504561,2026-07-18,11371,搜索,美妆,美妆-003,2,119,228.98,否
SO202503382,2026-07-18,11409,推荐,男装,男装-008,3,299,821.26,否
SO202502438,2026-07-18,10080,推荐,男装,男装-018,2,159,284.49,否
SO202503270,2026-07-18,10034,推荐,男装,男装-006,1,199,181.27,否
SO202502318,2026-07-18,11225,社群,美妆,美妆-001,2,129,249.73,否
SO202500611,2026-07-18,11625,搜索,数码,数码-010,1,2029,1965.56,否
SO202500449,2026-07-18,10628,推荐,美妆,美妆-011,2,129,252.39,否
SO202501941,2026-07-18,10397,搜索,男装,男装-013,1,319,286.46,否
SO202501771,2026-07-18,10576,直播,美妆,美妆-014,1,239,214.62,否
SO202501763,2026-07-18,10972,推荐,美妆,美妆-011,1,129,124.08,否
SO202501719,2026-07-18,11618,搜索,女装,女装-014,2,259,466.74,否
SO202503910,2026-07-18,10092,社群,男装,男装-006,1,199,180.16,否
SO202503236,2026-07-19,11361,推荐,美妆,美妆-001,1,129,125.71,否
SO202501764,2026-07-19,11452,搜索,数码,数码-008,2,1259,2265.03,否
SO202504405,2026-07-19,11213,推荐,女装,女装-023,3,169,442.31,否
SO202502028,2026-07-19,10150,社群,女装,女装-021,1,269,257.1,是
SO202503980,2026-07-19,11910,搜索,女装,女装-032,3,309,834.66,否
SO202500971,2026-07-19,11009,推荐,美妆,美妆-011,1,129,114.05,否
SO202503967,2026-07-19,11271,社群,女装,女装-022,1,269,255.52,否
SO202503963,2026-07-19,10711,搜索,男装,男装-008,3,299,806.66,否
SO202501360,2026-07-19,11395,搜索,女装,女装-034,1,259,239.46,否
SO202500045,2026-07-19,11925,直播,家居,家居-001,1,39,35.25,否
SO202503239,2026-07-19,10101,直播,女装,女装-032,1,309,302.57,否
SO202500805,2026-07-19,10540,推荐,美妆,美妆-015,1,199,197.61,是
SO202504041,2026-07-19,11192,推荐,女装,女装-021,2,269,490.35,否
SO202501443,2026-07-19,11297,搜索,女装,女装-031,1,189,175.57,否
SO202504625,2026-07-20,10213,直播,男装,男装-012,1,139,121.01,否
SO202502067,2026-07-20,11507,搜索,美妆,美妆-003,1,119,103.77,否
SO202504054,2026-07-20,11099,搜索,美妆,美妆-010,2,389,699.99,否
SO202500090,2026-07-20,11796,搜索,男装,男装-006,1,199,183.27,否
SO202503220,2026-07-20,11732,直播,美妆,美妆-017,1,359,307.62,否
SO202501602,2026-07-20,10917,直播,女装,女装-032,2,309,531.6,否
SO202502550,2026-07-20,11650,直播,美妆,美妆-007,2,159,283.18,否
SO202502856,2026-07-20,11274,直播,男装,男装-005,3,269,688.45,否
SO202504958,2026-07-20,10377,搜索,男装,男装-025,2,169,321.54,否
SO202504941,2026-07-20,10638,直播,家居,家居-015,3,179,490.28,否
SO202502161,2026-07-20,11979,直播,女装,女装-014,2,259,491.09,否
SO202502782,2026-07-20,10356,推荐,女装,女装-014,1,259,225.24,否
SO202502495,2026-07-20,11842,推荐,男装,男装-002,2,239,427.53,否
SO202501948,2026-07-20,11705,搜索,美妆,美妆-001,1,129,122.5,否
SO202500110,2026-07-20,11305,直播,女装,女装-014,3,259,752.24,否
SO202503830,2026-07-20,11882,搜索,美妆,美妆-014,1,239,218.36,否
SO202504559,2026-07-21,11873,直播,美妆,美妆-001,1,129,117.61,否
SO202503646,2026-07-21,10753,搜索,男装,男装-006,1,199,174.05,否
SO202500771,2026-07-21,11503,搜索,男装,男装-020,1,299,278.66,否
SO202504525,2026-07-21,11786,直播,家居,家居-006,1,109,100.31,否
SO202501221,2026-07-21,10368,推荐,美妆,美妆-007,1,159,157.6,否
SO202500745,2026-07-21,10949,直播,男装,男装-006,1,199,191.05,否
SO202500862,2026-07-21,10993,搜索,女装,女装-022,1,269,261.06,否
SO202502315,2026-07-21,11356,直播,美妆,美妆-011,1,129,122.93,否
SO202504717,2026-07-21,10037,搜索,男装,男装-008,2,299,533.0,是
SO202501204,2026-07-21,10346,搜索,数码,数码-008,1,1259,1230.06,否
SO202504332,2026-07-21,10356,直播,家居,家居-007,2,199,389.09,否
SO202504272,2026-07-21,10703,搜索,美妆,美妆-011,1,129,112.03,否
SO202502798,2026-07-21,10330,直播,数码,数码-004,2,1909,3403.12,否
SO202501949,2026-07-22,10569,搜索,女装,女装-005,2,269,526.04,是
SO202500774,2026-07-22,10305,搜索,男装,男装-006,1,199,197.79,否
SO202502181,2026-07-22,10631,直播,美妆,美妆-015,1,199,179.37,否
SO202501499,2026-07-22,11835,社群,女装,女装-033,1,289,247.4,否
SO202503774,2026-07-22,11795,直播,男装,男装-019,1,189,168.28,否
SO202504776,2026-07-23,10638,推荐,家居,家居-004,1,59,50.63,否
SO202504737,2026-07-23,10578,社群,美妆,美妆-011,2,129,243.61,否
SO202501527,2026-07-23,10623,直播,男装,男装-014,1,149,135.68,否
SO202500194,2026-07-23,11432,推荐,家居,家居-007,2,199,386.27,否
SO202502466,2026-07-23,10577,直播,美妆,美妆-002,1,369,321.8,否
SO202501267,2026-07-23,11751,社群,女装,女装-017,1,149,147.85,是
SO202504849,2026-07-23,11366,搜索,美妆,美妆-014,2,239,468.41,否
SO202503960,2026-07-24,11817,搜索,美妆,美妆-001,1,129,127.24,否
SO202503667,2026-07-24,11097,社群,美妆,美妆-007,1,159,143.49,否
SO202501519,2026-07-24,11385,搜索,女装,女装-032,1,309,274.24,否
SO202502149,2026-07-24,10067,直播,美妆,美妆-014,1,239,211.06,否
SO202503414,2026-07-24,10451,搜索,男装,男装-019,1,189,169.91,否
SO202502342,2026-07-24,10476,推荐,女装,女装-004,3,99,286.68,否
SO202501190,2026-07-24,10749,推荐,男装,男装-020,1,299,298.71,否
SO202503919,2026-07-24,11259,直播,男装,男装-025,1,169,150.98,否
SO202500925,2026-07-24,11716,直播,男装,男装-014,1,149,142.7,否
SO202501785,2026-07-24,10652,搜索,男装,男装-006,2,199,383.79,否
SO202504146,2026-07-24,10474,社群,女装,女装-003,1,189,165.11,否
SO202502861,2026-07-24,10185,搜索,美妆,美妆-010,1,389,341.11,否
SO202501305,2026-07-24,10747,推荐,女装,女装-021,3,269,794.77,否
SO202502185,2026-07-25,11727,直播,女装,女装-021,1,269,238.85,否
SO202504326,2026-07-25,11968,社群,美妆,美妆-011,1,129,127.05,是
SO202501843,2026-07-25,10217,搜索,女装,女装-022,1,269,250.01,否
SO202504736,2026-07-25,10285,直播,男装,男装-008,3,299,784.67,否
SO202501185,2026-07-25,11168,直播,美妆,美妆-015,2,199,354.8,否
SO202500485,2026-07-25,10816,社群,美妆,美妆-014,1,239,231.91,否
SO202502909,2026-07-25,10461,直播,男装,男装-020,1,299,272.18,否
SO202504622,2026-07-25,11409,社群,男装,男装-020,2,299,583.15,否
SO202500612,2026-07-25,11522,社群,女装,女装-025,2,159,298.94,否
SO202502770,2026-07-26,10080,直播,美妆,美妆-015,1,199,180.35,是
SO202500378,2026-07-26,11230,社群,家居,家居-007,2,199,363.97,否
SO202500399,2026-07-26,11208,搜索,女装,女装-032,3,309,891.09,是
SO202501032,2026-07-26,11842,直播,女装,女装-032,1,309,263.91,否
SO202502694,2026-07-26,10217,直播,女装,女装-001,3,169,473.43,否
SO202504510,2026-07-26,11003,推荐,美妆,美妆-007,1,159,140.22,否
SO202500182,2026-07-26,11832,推荐,男装,男装-006,3,199,586.24,否
SO202502304,2026-07-26,11309,直播,男装,男装-020,1,299,256.7,否
SO202500287,2026-07-26,11700,推荐,数码,数码-008,1,1259,1115.89,否
SO202503888,2026-07-26,10548,社群,家居,家居-010,2,179,332.23,否
SO202501384,2026-07-26,10406,直播,美妆,美妆-007,2,159,312.67,是
SO202500101,2026-07-26,10796,社群,数码,数码-008,2,1259,2343.96,否
SO202504356,2026-07-26,10796,搜索,女装,女装-021,1,269,253.01,否
SO202503838,2026-07-26,10333,社群,女装,女装-008,1,219,206.62,否
SO202502624,2026-07-27,10286,直播,男装,男装-005,2,269,527.33,否
SO202501808,2026-07-27,10994,推荐,男装,男装-005,3,269,728.27,否
SO202502601,2026-07-27,11078,直播,女装,女装-032,2,309,558.05,否
SO202500401,2026-07-27,10032,直播,女装,女装-023,1,169,154.61,否
SO202500216,2026-07-27,10371,推荐,家居,家居-007,2,199,391.36,否
SO202500791,2026-07-27,10127,搜索,男装,男装-014,1,149,141.61,否
SO202504787,2026-07-27,11037,推荐,女装,女装-027,2,149,288.28,否
SO202503345,2026-07-27,11581,社群,美妆,美妆-007,2,159,294.24,是
SO202503265,2026-07-27,11792,直播,女装,女装-013,2,249,424.79,否
SO202503190,2026-07-27,10828,搜索,数码,数码-002,2,859,1591.28,否
SO202502279,2026-07-27,10049,直播,美妆,美妆-007,2,159,307.31,否
SO202503301,2026-07-27,11618,社群,男装,男装-008,1,299,269.37,否
SO202500082,2026-07-28,11539,直播,男装,男装-006,2,199,374.82,否
SO202503413,2026-07-28,10847,直播,男装,男装-020,3,299,849.58,否
SO202501192,2026-07-28,11611,直播,男装,男装-007,2,129,239.06,否
SO202501354,2026-07-28,11683,直播,家居,家居-007,2,199,389.81,否
SO202502710,2026-07-28,11796,推荐,女装,女装-005,1,269,266.24,是
SO202504864,2026-07-28,11823,搜索,女装,女装-011,3,159,459.99,否
SO202503474,2026-07-28,11057,推荐,女装,女装-021,1,269,233.53,否
SO202501202,2026-07-28,11098,推荐,美妆,美妆-011,1,129,111.95,是
SO202504978,2026-07-28,10766,搜索,女装,女装-021,2,269,463.99,否
SO202500846,2026-07-28,10103,直播,美妆,美妆-001,2,129,251.38,否
SO202501240,2026-07-28,10458,搜索,女装,女装-030,3,109,308.55,否
SO202500539,2026-07-28,10917,搜索,男装,男装-006,1,199,175.32,否
SO202503797,2026-07-28,11106,搜索,美妆,美妆-018,2,489,836.32,否
SO202504761,2026-07-28,10213,推荐,男装,男装-012,3,139,399.87,否
SO202501062,2026-07-28,10248,搜索,家居,家居-005,1,59,57.95,否
SO202501739,2026-07-29,10396,搜索,女装,女装-021,2,269,514.18,否
SO202500885,2026-07-29,10677,社群,男装,男装-025,2,169,326.71,否
SO202503128,2026-07-29,11851,直播,美妆,美妆-001,1,129,118.88,否
SO202502573,2026-07-29,10546,推荐,女装,女装-001,1,169,161.27,否
SO202500753,2026-07-29,11947,直播,女装,女装-014,2,259,512.23,否
SO202501425,2026-07-29,11661,直播,男装,男装-019,2,189,375.53,否
SO202504528,2026-07-30,10736,直播,美妆,美妆-003,1,119,106.01,否
SO202504253,2026-07-30,10007,搜索,女装,女装-026,1,209,183.74,否
SO202502332,2026-07-30,10127,搜索,美妆,美妆-014,1,239,234.0,否
SO202504896,2026-07-30,11962,社群,男装,男装-015,1,149,148.25,否
SO202502559,2026-07-30,11932,直播,美妆,美妆-003,2,119,235.72,否
SO202501922,2026-07-30,10887,直播,家居,家居-014,2,59,112.09,否
SO202503388,2026-07-30,10037,社群,女装,女装-003,1,189,177.91,否
SO202502184,2026-07-30,10972,推荐,家居,家居-004,1,59,54.57,否
SO202503342,2026-07-30,11006,社群,女装,女装-033,2,289,577.38,否
SO202500902,2026-07-30,10842,直播,男装,男装-007,2,129,253.84,否
SO202504934,2026-07-30,11994,搜索,男装,男装-014,2,149,276.78,否
SO202500737,2026-07-30,11409,直播,女装,女装-030,1,109,103.09,否
SO202500631,2026-07-30,10443,社群,美妆,美妆-007,1,159,150.05,否
SO202500604,2026-07-30,11550,直播,男装,男装-005,1,269,264.69,否
SO202500146,2026-07-31,10356,搜索,女装,女装-032,3,309,891.06,否
SO202501380,2026-07-31,11214,社群,男装,男装-004,2,299,524.25,否
SO202504181,2026-07-31,10837,推荐,女装,女装-011,2,159,314.18,否
SO202502613,2026-07-31,10618,搜索,女装,女装-035,2,289,539.09,否
SO202501571,2026-07-31,10441,直播,女装,女装-032,1,309,271.89,否
SO202500834,2026-07-31,10716,直播,男装,男装-020,3,299,882.8,否
SO202502704,2026-07-31,10675,搜索,家居,家居-011,1,119,112.24,否
SO202500639,2026-07-31,11912,搜索,男装,男装-015,1,149,143.46,否
SO202503409,2026-07-31,10454,直播,美妆,美妆-018,1,489,487.61,否
SO202501105,2026-07-31,11906,推荐,美妆,美妆-010,2,389,755.85,否
SO202504771,2026-08-01,10837,直播,家居,家居-010,1,179,162.76,否
SO202503403,2026-08-01,11832,直播,女装,女装-021,2,269,531.57,否
SO202501025,2026-08-01,10101,搜索,家居,家居-007,2,199,340.41,否
SO202504629,2026-08-01,11221,直播,男装,男装-014,2,149,286.73,否
SO202502451,2026-08-01,10286,社群,数码,数码-002,1,859,736.02,否
SO202503760,2026-08-01,10361,推荐,男装,男装-015,1,149,144.11,否
SO202501901,2026-08-01,10267,直播,女装,女装-021,1,269,237.3,否
SO202501619,2026-08-01,11361,搜索,女装,女装-032,1,309,275.42,否
SO202503657,2026-08-01,11437,推荐,美妆,美妆-001,2,129,219.87,否
SO202503036,2026-08-01,11882,社群,女装,女装-022,1,269,233.76,否
SO202504876,2026-08-01,10608,搜索,美妆,美妆-003,3,119,317.05,否
SO202502285,2026-08-01,11023,直播,美妆,美妆-007,1,159,140.99,否
SO202500642,2026-08-01,10576,搜索,美妆,美妆-010,1,389,370.05,否
SO202504524,2026-08-01,10810,直播,家居,家居-001,2,39,71.99,否
SO202504488,2026-08-01,10690,直播,男装,男装-005,1,269,241.47,否
SO202503438,2026-08-01,10222,搜索,女装,女装-032,3,309,804.41,否
SO202501921,2026-08-02,10759,社群,女装,女装-005,1,269,250.81,否
SO202500680,2026-08-02,11678,搜索,男装,男装-006,1,199,173.74,否
SO202501093,2026-08-02,11136,搜索,女装,女装-026,1,209,183.35,否
SO202503243,2026-08-02,10795,搜索,女装,女装-029,1,129,125.78,是
SO202504744,2026-08-02,11783,直播,女装,女装-035,2,289,504.62,否
SO202502776,2026-08-02,10847,搜索,美妆,美妆-011,1,129,118.46,否
SO202501566,2026-08-02,10639,社群,女装,女装-014,3,259,685.55,否
SO202504909,2026-08-02,11049,搜索,男装,男装-006,2,199,385.39,是
SO202503674,2026-08-02,10796,推荐,美妆,美妆-011,3,129,374.48,否
SO202503171,2026-08-02,11406,直播,男装,男装-006,3,199,522.37,否
SO202503604,2026-08-02,10363,搜索,美妆,美妆-007,2,159,271.78,否
SO202504857,2026-08-02,11097,推荐,家居,家居-007,3,199,541.53,否
SO202504952,2026-08-02,11377,社群,男装,男装-014,2,149,274.94,否
SO202503026,2026-08-02,10901,搜索,男装,男装-006,2,199,394.73,否
